"كد شركت";"كد دوره";"Field3";"سر فصل";"زيرفصل";"ادامه زيرفصل"
;3397;5;"طبقه بندي محيط تاسيسات نفتي به منظور انتخاب تجهيزات الكتريكي";"5-1 محيط هاي پر خطر 5-2 محيط هاي بي خطر  5-3 شرايط انفجار";
;3414;5;"سيستم هاي الكترونيكي";"5-1عمومي 5-2دامنه هاي استاندارد  سيگنال الكترونيكي 5-3تداخل الكتريكي 5-4كاهش تداخل الكتريكي";
;3432;5;"ادوات  ابزار دقيق جريان";;
;3426;5;"آب بندي";"5-1آب بندهاي مايعي  5-2 آب بندهاي ديافراگمي5-3 مخزن هاي آب بندي";
;3427;5;"چراغ هاي نشان دهنده";;
;3425;5;"گارگاه تامين هوا";;
;3428;5;" وضعيت جامد";"5-1INTEGRAL ANNUCIATOR SYSTEM 5-2 REMOTE ANNUNCIATOR SYSTEM 5-3 MOSAIC TILE GRAPHIC DISPLAY SYSTEM 5-4HIGH DENSITY ANNUNCIATOR SYSTEM";
;3423;5;"ادوات دستي اندازه گيري مخازن";"5-1نوار اندازه گيري 5-2 وزنه اندازه گيري 5-3 ميله اندازه گيري 5-4  گرما سنج 5-5 دستگاه نمونه گيري";
;3419;5;"نصب محرك ها";"5-1محرك ديافراگم پنئوماتيك 5-2محرك شيرآلات عملگر موتوري 5-3مبدل هاي پنئوماتيك/الكتريكي  5-4 تجهيزات قفل هوا 5-5شيرآلات عملگر سلونوئيد 5-6 محرك سيلندر پنئوماتيك 5-7 محرك سيلندر هيدروليك";
;3430;5;"محل مركز كنترل";"5-1اندازه مركز كنترل 5-2جنبه هاي ايمني 5-3دسترسي و ارتباط 5-4عوامل محيطي";
;3431;5;"عمومي";;
;3422;5;"دبي سنج توربين";"5-1الزامات  نصب 5-2نصب";
;3421;5;"سنجه هاي لوله اي";"1-5دستگاه اندازگيري دبي نوع توربيني 5-2سيستم حسگر  5-3  PERFORMANCE DATA";
;3433;5;"الزامات مهندسي عمومي";;
;3434;5;"كاربردهاي SAFTY INTER LOCK";;
;3435;5;"مواردي كه مي بايست توسط سازنده سيستم كنترل شفاف سازي گردد";;
;3436;5;"الزامات سخت افزار سيستم";"5-1سيستم ارتباطات 5-2كنترل كننده ها 5-3سيستم كسب داده و ارتباط فرآيند 5-4ارتباط كارگر-ماشين 5-5";
;3438;5;"تجهيزات جهت كارگاه ابزار دقيق";"5-1كليات 5-2كارگاه مركزي 5-3 كارگاه ابزار دقيق دريايي 5-4 تجهيزات  5-5 تجهيزات كوچك براي كارگاه ابزار 5-6 ليست موجودي ابزار دقيق";
;3437;5;"الزامات كلي";"5-1 محدوده تامين 5-2مستند سازي مورد نياز 5-3 ايمني الكتريكي 5-4 تامين الكتريسيتي 5-5 شرايط محيطي 5-6 تامين هواي تجهيزات  5-7 الزامات گارانتي و وارانتي";
;3430;6;"الزامات ساختمان مركز كنترل";"6-1ملاحظات مربوط به فضاهاي داخلي 6-2ملاحظات معماري 6-3محيط داخلي  6-4الزامات آشكار ساز آتش و بخارات خطرناك";
;3407;6;"ادوات ابزار دقيق فشار گوناگون";;
;3425;6;"كمپرسور هوا";"6-1كليات 6-2ويژگي هاي كمپرسور 6-3كنترل كمپرسور 6-4لوله كشي كمپرسور";
;3422;6;"دبي سنج اولتراسونيك";;
;3397;6;"طبقه بندي محيط هاي پر خطر";"6-1 مناطق  (تفكيك شده به وسيله IEC)  6-2تقسيمات (تفكيك شده به وسيله NFPA)";
;3431;6;"برچسب زني و پلاك مشخصات";;
;3398;6;"پذيرش كار";;
;3435;6;"الزامات مربوط به طراحي مهندسي و مستندات سيستم";;
;3428;6;;;
;3429;6;"راهنماي مهندسي پروژه جهت آشكارسازهاي آتش";"6-1مدل هاي پيشنهادي و ملاحظات طراحي 6-2 راهنماي انتخاب آشكار سازهاي آتش";
;3427;6;"سيستم هشداردهنده";"6-1هشداردهنده ها 6-2 سيستم هشداردهنده اختصاصي 6-3 سيستم هشداردهنده يكپارچه 6-4 شاخص شنيداري 6-5روش عملياتي 6-6  مكان يابي 6-7 نصب 6-8 الزامات طرح الكتريكي 6-9 هشدار احتياط  6-10 آزمون 6-11 اسناد و مدارك";
;3418;6;"كالاي ساخت محرك";;
;3405;6;"دماسنج هاي پر شده و عقربه اي دو فلزي";;
;3424;6;"آناليزر پايه نصب زمينه";;
;3415;6;"كابل ها ، سيم هاي ارتباطي تجهيزات ابزار دقيق و ترموكوپل ها";"6-1مشخصات عمومي  جهت كابل ها و سيم ها 6-2عوامل انتخاب سيم جهت  سيستم الكترونيكي 6-3مشخصات سيم و كابل در سيستم الكترونيكي 6-4جزئيات ساختار سيم و كابل سيگنال 6-5خواص فيزيكي عايق 6-6 بازرسي و آزمايش 6-7آماده سازي حمل 6-8الزامات خاص";
;3414;6;"ملاحضات مهندسي در انتخاب انواع سيم ها براي سيستم هاي  الكترونيكي";"6-1كنترل فرآيند با سيگنال ميلي آمپري 6-2كنترل فرآيند با سيگنال ولتاژي 6-3سيگنال هاي ارتباطات ديجيتالي 6-4حسگرهاي كم ولتاژ يا كم انرژي كنترل فرآيندي 6-5 كنترل فرايند با اندازگيرهاي پالس خروجي 6-6اندازگيرهاي توربيني 6-7 فرستنده هاي جريان مغناطيسي";
;3413;6;"كيفيت منبع تغذيه";;
;3437;6;"نصب ادوات و دستگاه ها در بسته تجهيزات";;
;3423;6;"اندازه گيري مخزن اتوماتيك";"6-1انواع ادوات اندازه گيري مخزن اتوماتيك6-2 تكنولوژي مورد استفاده در اي تي جي 6-3 نصب ادوات اندازه گيري مخزن اتوماتيك";
;3408;6;"سنجه سنج نهايي";"6-1جايابي 6-2خط لوله اصلي 6-3لوله كشي باي پاس6-4 نصب ادوات برقي";
;3409;6;"مبدل هاي سطح";"6-1اصول عمليات ادوات ابزار دقيق سطح";"6-1-1ابزار دقيق مكان يابي 6-1-2ابزار دقيق فشار  6-1-3ابزار دقيق هيدرواستاتيك 6-1-4ابزار دقيق سطح هسته اي 6-1-5 ULTRASONIC-TYPE LEVEL TRANSMETER /CAPACITANCE TYPE LEVEL TRANSMITTERS"
;3433;6;"اندازگيري و انتخاب درونداده / برون داده";;
;3411;6;"ادوات ابزار دقيق سطح";;
;3400;6;"معيارهاي طراحي فشار سنج ها";"6-1كاربرد 6-2مشخصات  6-3 مهندسي نصب";
;3419;6;"شيرآلات باي پس و بلاك";;
;3434;6;"پي ال سي هاي مورد استفاده در كاربرد بچ كنترل";;
;3436;6;"الزامات نرم افزار";;
;3401;6;"فرستنده هاي اختلاف فشار";"6-1فرستنده هاي هوايي 6-2فرستنده هاي اختلاف فشار الكترونيك  6-3 فرستنده هاي اختلاف فشار هوشمند";
;3426;6;"تميز كاري";"6-1عمومي 6-2 تميز كاري خارجي  6-3 سيستم تميز كاري مستقل";
;3402;6;"نام گذاري و نشانه گذاري";;
;3438;6;"ابزار و تجهيزات تعميرات در فيلد";"6-1 كليات 6-2 تجهيزات آزمون 6-3  تجهيزات كوچك براي حفاظت از محيط";
;3412;6;"دسته بندي ادوات ابزار دقيق";"6-1الزامات كلي 6-2تجهيزات نگه دارنده";
;3432;6;"ادوات ابزار دقيق سطح";;
;3416;6;"كابل هاي الكتريكي و نوري";"6-1عمومي 6-2مشخصات فني كابل 6-3كابل هاي فيبر نوري 6-4فيلدباس 6-5اشتراك گذاري در كابل هاي چند رشته اي  6-6جداسازي در ترانشه ها  6-7جداسازي در كانال ها يا سيني هاي كابل 6-8ساخت جعبه هاي ترمينال 6-9محافظت الكتريكي كابل هاي سيگنال6-10كاربرد كابل هاي چهار سيمه";
;3421;6;"تجهيزات متعلقات";"6-1تجهيزات متعلقات مكانيكي  6-2تجهيزات متعلقات الكتريكي و الكترونيكي";
;3403;6;"اندازگيري دما از نوع مقاومتي";"6-1 كاربرد 6-2آشكارسازهاي دماي مقاومتي 6-3مقاومت گرمايي 6-4 سيم هاي رابط آشكارسازهاي مقاومتي";
;3404;6;"آشكارسازهاي دماي مقاومتي  (RTD)";;
;3410;6;"ادوات ابزار دقيق سطح فشار و سوپاپ هاي چندراهه مختلف";"6-1ادوات ابزار دقيق سطح فشار مختلف الكترونيكي 6-2 ادوات ابزار دقيق هوشمند (SMART)";
;3406;6;"ادوات اندازگيري گوناگون";"6-1 انتقال دهنده ديافراگم 6-2 مانومتر";
;3420;6;"اندازه گيري هيدرو كربن هاي مايع به وسيله سنجه هاي تغيير مكان مثبت";"6-1مقدمه 6-2اصول عمليات 6-3 انواع سنجه هاي تغيير مكان مثبت6-4 ملاحظات طرح 6-5 ملاحظات نصب 6-6 عملكرد سنجه";
;3417;6;"ويژگي ها و اندازه شيرآلات كنترل";"1-6اندازه شيرآلات كنترل 6-2ويژگي هاي شيرآلات كنترل";
;3426;7;"گرمايش ، سيستم ضد يخ زدگي و عايق كاري";"7-1عمومي 7-2 گرمايش و جلوگيري از يخ زدگي 7-3 گرم كننده با بخار  7-4 گرم كننده الكتريكي 7-5 عايق كاري  7-6 بازرسي و آزمايش";
;3427;7;"سيستم حفاظتي";"7-1 طرح اوليه 7-2 تجهيزات لوجيك 7-3 نمايش دهنده هشدار 7-4 تامين قدرت 7-5 عناصر زمينه اي";
;3410;7;"سوئيچ هاي سطح";;"7-1-1سوئيچ سطح تغيير مكان خارجي 7-1-2 سوئيچ سطح تغيير مكان خارجي"
;3409;7;"كنترل كننده هاي مكان ياب محلي";;
;3397;7;"طبقه بندي IP  محصولات  نفتي";"7-1جدول طبقه بندي 7-2عوامل مورد نظر در طبقه بندي 7-3نمونه هايي براي تعيين محدوده مناطق پر خطر";"7-1-1 تاثير حرارت 7-1-2-تقسيمات فرعي دسته بندي ها ي مربوط به درجه حرارت بالا و محصولات گرمايشي7-2-1منابع خطر7-2-2تهويه7-2-3الزامات تجهيزات الكتريكي در مناطق پر خطر7-3-1تانكرها"
;3398;7;"درجه بندي در محيط كارگاه";"7-1 استاندارد درجه بندي 7-2درجه بندي ادوات و ابزارآلات فرآيند";
;3434;7;"الزامات اعتبار و پايايي";;
;3400;7;"كليدهاي فشار";;
;3401;7;"كليدهاي فشار";"7-1 كليدهاي فشار /خلا  7-2كليدهاي اختلاف فشار";
;3433;7;"انتخاب سي پي يو و اندازه حافظه";;
;3436;7;"الزامات طراحي ها و مستندات";;
;3403;7;"واژگان و نمادها";"7-1المان حرارتي 7-2ترموكوپل ها 7-3سيگنال هاي ترموكوپل  7-4 المان هاي ترموكوپل  7-5 كانال كشي جهت كابل هاي ترموكوپل  7-6 مجموعه ترموكوپل";
;3404;7;"ترموكوپل ها";;
;3430;7;"چيدمان تجهيزات مراكز كنترل";"7-1عمومي 7-2 كنسول هاي كنترل و تابلو ها 7-3 فرم هاي مختلف كنسول  7-4 ملاحظات در ارتباط با فضاي مورد نياز 7-5شكل هاي مختلف تابلو 7-6 چيدمان ادوات ابزار دقيق 7-7 ساخت 7-8نصب تجهيزات برقي 7-9لوله كشي";
;3406;7;"سنجه مناطق گوناگون";"7-1 كليات 7-2 كاربردها 7-3 ويژگي ها 7-4استفاده هاي نوعي  7-5 عمليات 7-6محدوده ها 7-7محدوده انتخابي";
;3428;7;"سيستم حفاظتي";;
;3411;7;"كنترل كننده سطح محلي";;
;3431;7;"تابلوهاي كنترل";;
;3420;7;"اندازه گيري هيدروكربن هاي مايع به  وسيله سنجه هاي لوله اي";"7-1مقدمه 7-2اصول عمليات 7-3ملاحظات طرح 7-4انتخاب سنجه هاي لوله و متعلقات تجهيزات  7-5 ملاحظات نصب  7-6 عملكرد سنجه";
;3405;7;"اندازگيري دما با مقاومت و ترموكوپل";;
;3429;7;"آشكارسازهاي گاز سمي و قابل احتراق";"7-1 عمومي 7-2 انواع آشكارساز هاي گاز سمي و قابل احتراق  7-3 انتخاب دستگاه  7-4 آشكار سازهاي گاز سمي  سولفيد هيدروژن 7-5 نصب آشكار سازهاي گاز سمي  و قابل احتراق";
;3407;7;"سنجه هاي مناطق گوناگون";;
;3437;7;"پنل ها و كابينت ها ي سيستم كنترل براي تجهيزات نوع پكيج";;
;3408;7;"سنجه سنج لوله ها";"7-1جايابي 7-2خط لوله اصلي 7-3لوله كشي باي پاس7-4 نصب ادوات برقي";
;3432;7;"ادوات ابزار دقيق دما";;
;3414;7;"مشخصات سيم ها و كابل ها در سيستم هاي الكترونيكي";;
;3418;7;"رگولاتور خود محرك";;
;3424;7;"جابه جايي نمونه";"7-1 حمل و نقل و برداشتن نمونه 7-2 موقعيت ياب نمونه  7-3 سيستم تعويض نمونه";
;3413;7;"STAND-BY POWER SUPPLY";;
;3416;7;"ترانشه ها ، كانال هاي كابل رساني و كاندوئيت ها";"7-1مسير 7-2ترانشه ها 7-3كانال كشي و كاندوئيت كشي  7-4 جزئيات ساخت";
;3417;7;"بسته بندي و حمل شيرآلات كنترل";;
;3425;7;"مخزن ضربه گير";;
;3422;7;"نصب تجهيزات جهت ادوات اندازگيري مايع";"7-1نصب متعلقات مكانيكي 7-2نصب متعلقات مبتني بر پالس 7-3 ايمني";
;3423;7;"اندازه گيري دما";"7-1 انتخاب ابزار 7-2انواع اندازه گيري دما در ادوات اندازه گيري مخازن";
;3421;7;"PROVER";"7-1پوروور لوله ها 7-2پوروور مخزن حجمي";
;3415;7;"فيبر نوري";"7-1عمومي 7-2 انواع فيبر 7-3 كابل هاي فيبر نوري 7-4 معيارهاي كارايي";
;3419;7;"ابعاد شيرآلات كنترل";;
;3412;7;"ادوات ابزار دقيق در فضاي كمكي";;
;3408;8;"سنجه سنج ميدان مغناطيسي";"8-1جايابي 8-2خط لوله اصلي 8-3لوله كشي باي پاس8-4 نصب ادوات برقي";
;3417;8;"آلودگي صوتي و  لرزش شيرآلات كنترل";;
;3428;8;"اطلاعات و مدارك";;
;3437;8;"آزمون و بازرسي كارخانه اي";"8-1كليات 8-2 الزامات بازرسي 8-3 موارد تامين شده توسط كمپاني 8-4 تجهيزات تامين شده توسط بسته تجهيزات سازنده   8-5 فرايند آزمون 8-6آزمون عملكرد";
;3401;8;"كنترل كننده هاي فشار هوايي محلي";;
;3418;8;"شيرآلات سلونوئيد";;
;3427;8;"مدارك";;
;3419;8;"تنظيمات لوله هاي چندراهه";;
;3398;8;"كاليبراسون در سايت";"8-1كليات 8-2واحدهاي بسته بندي";
;3407;8;"سنجه جريان نهايي";;
;3400;8;"فرستنده هاي فشار";;
;3422;8;"نصب متر پوروور";;
;3434;8;"الزامات كابين و حصار كشي";;
;3414;8;"راهنمايي هايي براي جداسازي سيگنال ها";;
;3430;8;"ملاحظات در ارتباط با طراحي مهندسي ارگونومي";"8-1نمايشگرهاي مشترك خارج از ايستگاه هاي كاري 8-2فواصل ديد افقي و عمودي 8-3دسترسي تعميراتي 8-4 اصول عمومي براي طراحي محيطي";
;3420;8;"تجهيزات و متعلقات براي ادوات اندازگيري مايع";"8-1تعاريف 8-2 انتخاب تجهيزات متعلقات براي سنجه ها";
;3405;8;"چاك هاي حرارتي";;
;3436;8;"آموزش و تعليم";;
;3431;8;"تابلوهاي كنسولي";;
;3412;8;"مشخصات نوعي براي ادوات ابزار دقيق گيرنده سيگنال";"8-1 نشانگر پنئوماتيك 8-2 نگه دارنده پنئوماتيك 8-3نشانگر كنترل كننده پنئوماتيك 8-4 ادغام كننده پنئوماتيك 8-5 نشانگر پنئوماتيك (آنالوگ-عددي) 8-6كنترل كننده الكتريكي /نشانگر 8-7 كنترل كننده الكتريكي/ثبت كننده 8-8 ركوردر ذخيره داده ها 8-9 حافظه داخلي";
;3403;8;"چاك هاي حرارتي و غلاف ها جهت المان هاي آشكار ساز دما";;
;3411;8;"دريافت كننده از راه دور";;
;3421;8;"اسناد";"8-1 در مرحله استعلام 8-2 در مرحله سفارش 8-3 طراحي و داده  پردازي نهايي";
;3404;8;"چاك هاي حرارتي";;
;3425;8;"خشك كن هوا";"8-1كليات 8-2 روبت گير 8-3 سوئيچينگ 8-4 فيلتر 8-5 خنك كننده 8-6ويژگي هاي خشك كن";
;3397;8;"بخش دوم : روش هاي ايمني";;
;3416;8;"بازرسي  و آزمايشات ميداني";;
;3433;8;"انتخاب ارتباطات";;
;3413;8;"سيستم توزيع";;
;3410;8;"اندازگيري سطح مخزن";;
;3429;8;"معيار هاي طراحي تجهيزات كنترل";"8-1 كليات 8-2 الزامات عملكرد 8-3 الزامات ساختار  8-4 الزامات برقي";
;3426;8;"محفظه ها و سايبان هاي حفاظتي";"8-1 محفظه ها 8-2 سايبان هاي حفاظتي";
;3409;8;"REMOTE OR PANEL-MOUNTED RECIEVER";;
;3432;8;"ادوات ابزار دقيق فشار";;
;3424;8;"الزامات و انتخاب معيار براي آناليزرها";;
;3415;8;"فيلدباس";"8-1عمومي 8-2 كابل هاي فيلدباس";
;3406;8;"سنجه هاي جريان نهايي";"8-1 كليات 8-2كاربردها 8-3 ويژگي ها 8-4استفاده هاي نوعي 8-5انتخاب ها 8-6محدوده ها";
;3403;9;"انتقال دما";;
;3429;9;"نصب آشكار سازهاي گاز و آتش";"9-1 كليات 9-2 نصب آشكار سازهاي حرارتي 9-3 نصب آشكار سازهاي دود 9-4 نصب آشكار سازهاي شعله";
;3420;9;"درستي و امنيت سيستم انتقال پالس هاي مربوط به دستگاه اندازه گيري دبي";"9-1مقدمه 9-2زمينه كاربرد 9-3تعاريف 9-4سطوح ايمني 9-5ملاحظات طرح 9-6 ملاحظات نصب";
;3433;9;"BATCH CONTROL REQUIREMENTS";;
;3434;9;"آزمون و بازرسي محل ساخت";;
;3421;9;"گارانتي ها";;
;3430;9;"سيستم فراخوان";"9-1مشخصات عملياتي و سيستمي 9-2 مشخصات مركز كنترل";
;3431;9;"تابلوهاي ابزار دقيق - نقشه هاي جريان فرايندي ميميك";;
;3404;9;"فرستنده هاي دما";"9-1فرستنده هاي هوا- برقي 9-2فرستنده هاي هوا -سيستم پر شده 9-3 فرستنده هاي الكترونيكي 9-4فرستنده هاي مبتني بر ريز پردازنده  9-5 فرستنده هاي فيلدباس 9-6ارتباط بي سيم";
;3432;9;"كنترل كننده هاي اتوماتيك";;
;3428;9;"آزمون و بازرسي";;
;3406;9;"سنجه لوله ها";"9-1 كليات 9-2 كاربردها 9-3 ويژگي ها 9-4 مصارف نوعي 9-5 محدوديت ها";
;3417;9;"انواع محرك هاي شيرآلات كنترل";;
;3415;9;"جعبه هاي اتصال ،ترمينال ها ، كاندوئيت ها و سيني ها";"9-1جعبه هاي اتصال 9-2ترمينال ها 9-3كاندوئيت ها 9-4 سيني ها 9-5بازرسي و آزمايش";
;3400;9;"كنترل كننده هاي محلي فشار";;
;3401;9;"تنظيم كننده هوايي صافي دار";;
;3419;9;"خلاصه اي از تنظيمات نصب";;
;3426;9;"تله ها ، تخليه كننده ها و صافي ها";;
;3437;9;"قطعات يدكي";;
;3412;9;"اسناد";;
;3408;9;"ادوات اندازگيري دبي از نوع PD";"9-1جايابي 9-2خط لوله اصلي 9-3لوله كشي باي پاس9-4 نصب ادوات برقي";
;3410;9;"INSTRUMENT NAMEPLATE IDENTIFICATION";;
;3409;9;"كليد هاي سطح";;
;3397;9;"ايمني دروني";;
;3413;9;"شيوه هاي  كابل كشي";;
;3398;9;"آزمون عملكرد يا تست لوپ طي نصب و راه اندازي";"9-1كليات 9-2 فرآيند تست 9-3آزمون ادوات و تجهيزات طي لوپ چك";"9-3-1 كليات 9-3-2تجهيزات جريان 9-3-3 سطح بندي تجهيزات 9-3-4 تجهيزات فشار 9-3-5 تجهيزات  دما 9-3-6 شير آلات كنترل 9-3-7 گونه شناسي  پيش-هشدار و  سيستم متداول پيش- هشدار"
;3418;9;"تعمير نواقص شيرآلات كنترل";;
;3436;9;"دسترسي به قطعات و خدمات";;
;3414;9;"سيني ها و كاندوئيت ها";;
;3405;9;"كليدهاي حرارتي";;
;3407;9;"سنجه لوله اي";;
;3411;9;"سوئيچ سطح";;
;3425;9;"لوله كشي تامين كننده هوا";"9-1كليات 9-2 اندازه لوله 9-3 جزئيات لوله";
;3422;9;"ايستگاه هاي اندازه گيري حق العمل";"9-1كليات 9-2آزمون 9-3بازرسي";
;3425;10;"توليد كننده هوا براي تجهيزات نصب شده در واحد عملياتي";;
;3410;10;"اسناد";"10-1در مرحله پيشنهاد 10-2 در مرحله سفارش";
;3420;10;"PROVING SYSTEM";"10-1تعاريف 10-2عوامل سنجه و  تامين 10-3 پوروورهاي لوله اي سنتي";
;3411;10;"اندازگيري سطح مخزن";;
;3418;10;"بسته بندي و حمل";;
;3404;10;"كليدهاي دما";"10-1كليدهاي دما با نمايشگر  و بدون نمايشگر";
;3432;10;"سيستم ارسال براي اندازگيري و كنترل";;
;3426;10;"طبقه بندي نواحي آب و هوايي";"10-1 طبقه بندي ناحيه 10-2 روش ها و كاربردها";
;3415;10;"بسته بندي براي حمل";;
;3412;10;"بازرسي و آزمون";;
;3397;10;"شيلنگ هاي ضد اشتعال";;
;3409;10;"گيج سطح تانك";"10-1روش هاي سنتي شير سطح مخازن  10-2 شير مخازن هيدرواستاتيك";
;3403;10;"ابزار دقيق نشان دهنده ،ثبت كننده و كنترل كننده دما";;
;3417;10;"شيرآلات سلونوئيد";;
;3434;10;"الزامات  جريان كار";;
;3406;10;"سنجه جريان هاي الكترومگنفيسنت";"10-1 كليات 10-2 كاربردها 10-3 ويژگي ها 10-4 مصارف نوعي 10-5انتخاب ها 10-6 محدوده ها";
;3419;10;"الزامات آزمون شيرآلات كنترل";;
;3428;10;"حمل و بسته بندي";;
;3407;10;"سنجه جريان اصلي";;
;3431;10;"رنگ اميزي تجهيزات ابزار دقيق و تابلوها";;
;3433;10;"استاندارد ساخت براي پي ال سي";;
;3400;10;"داده برگ ها و نقشه ها";"10-1 عمومي";
;3437;10;"تجهيزات  خاص و تجهيزات كاليبراسيون";;
;3413;10;"سيستم و تجهيزات اتصال به زمين";;
;3408;10;"ادوات اندازه گيري دبي از نوع وورتكس";"10-1 نصب 10-2 شروع و كاليبراسيون";
;3401;10;"آزمايش هاي كارخانه اي";;
;3414;10;"حفاظت در مقابل صائقه";;
;3421;10;"آزمون وبازرسي";"10-1 كليات 10-2آزمون كار كارخانه ها  10-3 آزمون سايت";
;3436;10;"آزمون محل ساخت براي سيستم هاي كنترل فرآيند";;
;3401;11;"قطعات يدكي و ابزارهاي ويژه";"11-1 قطعات يدكي 11-2ابزارهاي ويژه";
;3433;11;"واحدها";;
;3437;11;"بسته بندي و نشانه گذاري براي حمل و نقل";"11-1 كليات 11-2 علامت گذاري";
;3397;11;"تعيين جريمه و غرامت براي كاهش دسته بندي مناطق پر خطر";"11-1 دسته بندي غرامت ها 11-2الزامات كلي براي كاربرد غرامت ها 11-3الزامات خاص براي كاربرد غرامت ها";
;3434;11;"طراحي ها و  مدارك";;
;3403;11;"دماسنج هاي نوع تشعشعي";;
;3417;11;"بازرسي،آزمون و تعمير نواقص";;
;3412;11;"بسته بندي و حمل";;
;3431;11;"ساختار تابلو";;
;3421;11;"بسته بندي و حمل";;
;3414;11;"جعبه هاي اتصال";;
;3428;11;"گارانتي";;
;3407;11;"ادوات اندازگيري دبي از نوع PD";;
;3408;11;"ادوات اندازه گيري دبي از نوع جرمي";;
;3409;11;"متعلقات";;
;3410;11;"بازرسي و آزمون";;
;3425;11;"تامين هوا براي مركز كنترل";;
;3406;11;"اندازگيري دبي نوع PD";"11-1كليات 11-2كاربردها 11-3ويژگي ها 11-4 مصارف نوعي 11-5 ويژگي هاي عملياتي  11-6 محدوديت ها";
;3432;11;"آب بندي و تميز كاري";;
;3411;11;"ادوات جانبي";;
;3404;11;"ثبت كننده هاي دماي چندنقطه اي مبتني بر ريز پردازنده";"11-1مشخصات عملكردي 11-2مشخصات اجرايي 11-3مشخصات فيزيكي";
;3415;11;"گارانتي";;
;3407;12;"سنجه جريان گرداب";;
;3431;12;"تاسيسات برقي";;
;3406;12;"سنجه جريان گرداب";"12-1كليات 12-2كاربردها 12-3ويژگي ها 12-4مصارف نوعي 12-5گزينه ها 12-6محدوديت ها";
;3414;12;"سيم كشي در اتاق كنترل";;
;3437;12;"آزمون و بازرسي محيط";"12-1 كليات 12-2 كاليبراسيون 12-3آزمون عملكرد 12-4 مستند سازي";
;3425;12;"آزمون";;
;3433;12;"نصب و تشخيص";"1-12 نصب 12-2قبل از راه اندازي 12-3 راه اندازي12-4 تشخيص";
;3432;12;"سيستم تامين هواي ادوات ابزار دقيق";;
;3410;12;"بسته بندي و حمل";;
;3401;12;"داده برگ هاي فني اختصاصي";;
;3412;12;"گارانتي";;
;3403;12;"دما سنج هاي نوري";;
;3417;12;"آزمون هيدرواستاتيك شيرآلات كنترل";;
;3404;12;"مدارك و مستندات";"12-1در مرحله دريافت پيشنهاد 12-2در مرحله سفارش";
;3406;13;"سنجه جريان جرمي";"13-1كليات 13-2 كاربردها 13-3ويژگي ها 13-4مصارف نوعي 13-5گزينه ها 13-6محدوديت ها";
;3425;13;"طراحي هاي نصب";;
;3414;13;"اتصال زمين";;
;3437;13;"آموزش و تعليم";;
;3410;13;"گارانتي";;
;3407;13;"سنجه جريان جرمي";;
;3431;13;"منبع تغذيه هوا  جهت تابلوهاي هوايي";;
;3404;13;"بازرسي و آزمون";"13-1بررسي هاي ابعادي مبتني بر مشاهده 13-2آزمون كاربردي و هيدروليكي";
;3433;13;"آزمون تاييد سايت";;
;3401;13;"جدول اطلاعات فني";;
;3432;13;"سيستم فشار هيدروليك";;
;3417;13;"الزامات آزمون فشار براي شيرآلات پروانه اي";;
;3431;14;"ارايش كابينت سيستم";"14-1عمومي 14-2محفظه 14-3 مدار بندي  14-4 فريم كارت الكترونيكي  14-5سيم كشي داخلي  14-6 روش هاي سيم كشي  14-7 اتصال زمين   14-8شناسايي";
;3401;14;"بسته بندي";;
;3432;14;"سيستم محافظتي و هشدار";;
;3404;14;"بسته بندي و حمل و نقل";;
;3406;14;"تجهيزات و اندازگيري دبي از نوع آلتروسونيك";;
;3407;14;"اسناد و مدارك";;
;3417;14;"اسناد و مدارك";;
;3414;14;"سيستم هاي هوايي";;
;3433;14;"مدارك و اسناد";;
;3417;15;"گارانتي";;
;3414;15;"فيلدباس";"15-1كليات 15-2تعاريف 15-3سيم بندي ها 15-4طراحي سگمنت در فيلدباس";
;3404;15;"گارانتي";;
;3431;15;"ملاحظات در ارتباط با طراحي مهندسي ارگونومي";;
;3407;15;"بازرسي و آزمون";;
;3432;15;"ادوات متفرقه";;
;3433;;;;
;3417;16;;;
;3431;16;"كارايي سيستم";;
;3432;16;"الزامات مربوط به تجهيزات  ازمون";;
;3433;;;;
;3414;16;"فيبرهاي نوري";"16-1كليات 16-2سيستم كاندوئيت زيرزميني";
;3407;16;"بسته بندي و حمل";;
;3432;17;"برنامه بازرسي";;
;3407;17;"گارانتي";;
;3414;17;"ارتباطات بي سيم";"17-1كليات 17-2كاربردها 17-3اصول HART بي سيم 17-4 اصول ISA 100";
;3431;17;"ازمايش و بازرسي كارخانه";;
;3417;17;;;
;3431;18;"بسته بندي و حمل و نقل";;
;3431;19;"گارانتي";;
;3431;20;"دستور العمل هاي خريد";"20-1ادامه تحويل اجناس 20-2برگ پيشنهاد 20-3مدارك 20-4 برنامه زمان بندي";
;878;;"	انواع كشتي";;
;878;;"	طراحي بدنه و جزئيات جهت ساخت كشتي";;
;878;;"	خواسته ها و تمايلات مالكان كشتي";;
;878;1;"	مسئوليت و وظايف مالك كشتي در فرآيند ساخت";;
;878;2;"	قوانين و مقررات";;
;878;3;"	كنترل كيفيت و تضمين كيفيت";;
;878;4;"	مديريت و كنترل پروژه  در كشتي سازي";;
;878;5;"	بهره وري  در توليد و رقابت پذيري";;
;878;6;"	بررسي بازار كشتي سازي دنيا";;
;878;7;"	مديريت و كنترل هزينه";;
;878;8;"	بهره وري  در توليد و رقابت پذيري";;
;878;9;"	بررسي بازار كشتي سازي دنيا";;
